N,P,K,temperature,humidity,ph,rainfall,label
53,67.0,25,29.23540524,59.38967583,5.985792703,103.3301803,blackgram
19,73.0,18,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas
3,47.0,24,25.36140526,46.82652785,9.160691747,55.60523179,mungbean
95,16.0,54,27.076726500000003,90.14362622,6.74669542,24.4514648,muskmelon
120,25.0,53,28.05457761,94.81637388,6.327210469,21.84869328,muskmelon
23,55.0,18,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas
106,24.0,47,28.89578588,94.78993038,6.286515359,23.0362503,muskmelon
6,20.0,41,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate
82,17.0,47,29.09588297,94.16748386,6.1590508160000015,26.70581328,watermelon
61,36.0,16,20.03728219,56.35606753,6.727303282,109.024141,maize
23,55.0,18,23.17409556,36.67847052,6.962386495,162.5931264,pigeonpeas
120,20.0,48,29.55657523,90.70937262,6.732834334,28.36535596,muskmelon
28,64.0,20,29.99677232,81.54156612,6.112305667,67.12534492,blackgram
18,56.0,23,23.6734328,47.2879691,7.342409555,141.12507219999995,pigeonpeas
84,21.0,47,28.47090661,94.79453182,6.494251024,21.08484101,muskmelon
23,27.0,41,28.22471276,82.35916228,6.428054409,44.01206619,pomegranate
5,74.0,25,16.24469193,21.35793891,5.591704013999999,66.97053257,kidneybeans
25,70.0,20,33.15122581,32.45974539,4.807776748999999,105.03802749999998,pigeonpeas
13,57.0,21,28.30041493,86.20681554,6.86308576,50.47333854,mungbean
34,46.0,53,27.34734861,94.17756725,6.687088097999999,40.35153141,papaya
101,20.0,48,25.36059237,75.03193255,6.012696655,116.5531455,muskmelon
10,18.0,30,35.47478322,47.97230503,6.279133738,97.79072474,mango
82,5.0,47,29.34033587,90.01506395,6.541150335,21.44532907,muskmelon
12,34.0,26,33.36140093,45.02236377,6.13526938,98.81596545,mango
34,76.0,16,31.49338309,63.0563645,6.521217963,71.48327008,blackgram
55,54.0,16,34.37329112,69.69366426,6.596719015,70.27184748,blackgram
86,56.0,44,26.14576648,71.23690851,6.432051512,193.1007598,jute
104,25.0,55,28.96361426,93.88482153,6.469983276000002,23.56130173,muskmelon
52,63.0,18,29.58949031,68.32176769,6.928898659,67.53021213,blackgram
11,56.0,18,19.9191786,21.47324158,5.74644777,82.68554379,kidneybeans
55,65.0,48,27.92765919,91.55594211,6.721835879,149.91075569999995,papaya
34,29.0,42,18.75927679,89.93457597,6.648687273999999,111.0196744,pomegranate
8,24.0,29,25.54759871,91.64194826,6.0124803510000016,22.06994464,coffee
5,62.0,22,15.43546065,18.37477907,5.607808432000001,139.0302034,blackgram
25,77.0,23,33.15122581,32.45974539,7.165121108999998,72.99498978,pigeonpeas
108,12.0,45,23.59302313,79.27564977,6.0433309510000015,191.3980675,muskmelon
21,6.0,33,28.38503882,99.18843684,5.55771171,189.67113490000003,coconut
104,18.0,52,29.1400919,80.1190228,6.28236237,90.45142867,muskmelon
89,6.0,45,26.81530456,87.65694462,6.399669044,55.74073582,watermelon
32,19.0,39,22.73031253,88.48567856,6.825256236,104.6843243,pomegranate
82,23.0,27,24.31274458,53.57285558,6.089443602999999,184.4103931,coffee
76,44.0,15,26.16985907,71.96246617,6.247040422,79.84925393,maize
3,72.0,23,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas
115,18.0,48,29.17052093,94.19790371,6.0124803510000016,22.06994464,muskmelon
1,29.0,38,23.98598756,93.34236582,5.684995235,104.991282,pomegranate
82,29.0,55,28.50416396,93.46806467,6.565312652999999,24.20007242,muskmelon
25,25.0,41,19.20090378,94.27659596,6.9235093710000015,108.0423555,pomegranate
24,28.0,41,28.22471276,82.35916228,6.428054409,44.01206619,pomegranate
120,18.0,52,25.79448878,84.26830701,6.762471628999998,56.45229202,watermelon
119,21.0,52,22.44581266,89.90147027,6.7380162210000005,109.3905998,muskmelon
29,74.0,19,22.17499963,62.13873825,6.410441476,53.46622584,lentil
18,18.0,31,31.66524687,51.98594645,5.435840509,89.98024312,mango
99,6.0,45,28.61475136,94.22253035,6.39637861,28.98574189,muskmelon
73,53.0,38,25.4879684,84.48235878,6.740947635,168.7848886,jute
40,15.0,25,34.16438906,54.16482251,4.954739564,98.33351125,mango
18,125.0,204,22.35548159,94.47811755,6.046673619,116.7366261,grapes
35,64.0,47,29.80744318,91.38048469,5.779032666,22.42387119999995,papaya
76,54.0,39,24.958779,84.47963372,5.206373153,196.95600080000003,jute
8,31.0,25,29.75150773,46.73723302,4.981816523,91.405983,mango
38,44.0,18,26.31051759,61.18749126,6.294130312999999,35.73403813,mothbeans
31,55.0,45,40.78881819,92.90951393,6.563134737,132.7923586,papaya
102,81.0,48,27.98780984,92.78226196,6.504906978999999,27.14509034,banana
59,55.0,16,31.74379487,62.51007687,7.332375138,68.97097538,blackgram
89,45.0,38,26.83054058,90.75379971,6.864143752,144.66564440000005,rice
27,24.0,30,35.3915464,52.48823147,5.061081874,91.22881052,mango
91,13.0,47,29.10968327,92.43510994,6.14410903,27.95602304,watermelon
110,21.0,54,28.91105641,90.78413842,6.425930938,23.44398467,muskmelon
19,12.0,12,24.60297538,91.28408653,7.601189842999999,111.2948115,orange
58,66.0,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya
26,38.0,27,35.53845018,52.94641947,4.934964765,91.54560427,mango
89,60.0,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice
22,58.0,16,19.59221047,61.28633405,6.74398035,41.7704893,lentil
25,130.0,201,29.99677232,81.54156612,6.112305667,67.12534492,grapes
93,22.0,52,26.58740671,81.32563243,6.932739726,41.86440028,muskmelon
30,19.0,31,31.20478173,54.49960506,6.804437106,94.62954663,mango
29,21.0,6,30.49183837,90.4582865,7.781988584,113.3302105,orange
30,79.0,22,18.28766123,69.48515056,6.254216611,48.60449438,lentil
92,5.0,55,26.70607759,81.14149505,6.944640222,51.51033554,muskmelon
3,58.0,15,29.94413861,67.31323084,7.52178027,40.37113729,lentil
2,24.0,43,22.78234161,94.36803516,5.682343744,122.1449949,pomegranate
56,42.0,42,23.89069041,83.46409075,6.097294061,167.72306319999996,jute
84,6.0,51,26.81530456,87.65694462,6.399669044,55.74073582,muskmelon
19,27.0,34,30.01592643,53.19212381,5.074272692,97.72843182,mango
91,12.0,45,24.64458469,85.49938185,6.343942518,48.31219031,watermelon
80,81.0,48,26.59743595,79.35898915,6.21084479,107.3944717,banana
50,59.0,48,40.76998685,92.09278584,6.747975732,209.8678411,papaya
26,36.0,31,32.06097197,51.08494181,6.336234623999999,96.59816497,mango
76,38.0,39,25.4879684,84.48235878,6.740947635,168.7848886,jute
98,26.0,46,27.29035669,90.53330091,6.130160472999999,23.49535234,muskmelon
12,80.0,16,20.7622673,65.21662467,6.988035315,110.2437841,lentil
21,25.0,41,22.5526059,89.32594859999998,6.327673765,104.8955643,pomegranate
112,74.0,48,29.12034079,77.39706290000002,,75.1962224,banana
34,78.0,76,24.84918386,47.16808054,7.272427638,41.61080544,chickpea
119,5.0,45,29.68846716,94.30111601,6.168757984,26.83924845,muskmelon
28,68.0,18,34.63880966,61.38597868,7.69950698,72.43169115,blackgram
58,55.0,51,26.05375792,93.69111672,6.7424900270000006,240.6863901,papaya
52,65.0,20,27.74274761,68.53997144,7.0758864720000005,71.78615328,blackgram
1,62.0,23,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas
101,96.0,48,23.41798979,75.98203326,6.661957897000001,185.7446728,banana
35,74.0,15,29.43463808,64.94329356,7.517097,72.17818157,lentil
91,35.0,39,23.43191632,80.56887849,6.363472207999999,269.5039162,rice
23,73.0,79,17.30267885,15.15405941,6.64919573,75.57790384,chickpea
28,17.0,30,23.77989026,92.93386903,5.893332377999999,106.977723,mango
26,71.0,18,22.17499963,62.13873825,6.410441476,53.46622584,lentil
119,22.0,51,26.47330219,80.92254421,6.283818329,53.65742581,watermelon
28,58.0,20,28.77653519,86.69133979,6.983130466,56.12443206,mungbean
8,28.0,40,23.22594,94.42971362,6.8444019,105.6917856,pomegranate
7,73.0,21,27.52185591,63.13215259,7.28805662,45.20841071,lentil
74,35.0,38,26.24532085,82.97198375,7.124050134,189.9711184,jute
100,60.0,22,25.71895816,67.22190688,5.54990242,74.51490791,maize
15,24.0,26,33.80398664,46.12866113,4.507523551,90.82549241,mango
24,60.0,22,19.14729038,45.3733757,5.517208078,132.7748215,pigeonpeas
43,78.0,21,24.22984659,67.37768353,6.840927967000001,122.4073418,blackgram
13,126.0,197,23.1094265,92.79630809,6.3831802710000005,108.183792,apple
25,71.0,23,28.49538735,60.44848407,7.187721817999999,74.91559514,blackgram
114,24.0,48,27.82054812,93.03555162,6.528404377999999,26.32405487,muskmelon
36,57.0,23,23.6734328,47.2879691,7.342409555,141.12507219999995,pigeonpeas
78,40.0,42,26.46428311,83.85642678,7.549873681,248.2256491,jute
26,58.0,24,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas
80,18.0,52,24.87317436,91.14849627,6.484799661,24.05207925,muskmelon
30,40.0,31,31.20478173,54.49960506,6.804437106,94.62954663,mango
34,38.0,31,35.37775595,45.58110028,6.454045329,97.41586402,mango
18,144.0,204,29.58748357,80.91934392,5.570290539,68.06417307,apple
95,39.0,36,23.86330467,83.15250801,5.561398642,285.2493645,jute
42,58.0,25,19.2582557,14.2804191,7.545258424,65.78042032,blackgram
18,21.0,44,23.2801227,94.94330457,6.368560522,111.1382096,pomegranate
109,21.0,50,26.81938687,87.8274604,6.5517503060000015,46.06193778,watermelon
26,25.0,6,30.49183837,90.4582865,7.781988584,113.3302105,orange
0,26.0,31,35.89855625,54.25964196,6.430139436,92.19721736,mango
74,48.0,20,21.63162756,60.27766379,6.430616465,69.21803098,maize
11,61.0,24,18.62328774,23.02410338,5.532100554,135.33780330000002,kidneybeans
26,27.0,41,20.82210727,87.22815682,6.999014379,109.4429934,pomegranate
116,24.0,51,25.05802193,54.2525422,5.738678895,110.4408803,muskmelon
108,22.0,53,25.75734909,91.7274292,6.025028997000001,189.4263485,muskmelon
67,45.0,38,22.72791041,82.17068809999998,7.300410836,260.8875056,jute
21,39.0,17,28.14448546,82.1193047,7.064782137999999,46.75690086,mungbean
83,58.0,24,19.74213321,59.66263104,6.381201909,65.50861389,maize
40,73.0,19,31.86641378,52.19331595,5.064613314,98.46768642,pigeonpeas
69,58.0,51,26.68386496,92.9585411,6.583760498999999,62.50689682,papaya
83,10.0,45,24.92994759,85.00802358,6.195142279,48.75859458,watermelon
35,36.0,27,34.73823882,48.77864345,5.855119267999999,90.65022183,mango
24,31.0,26,33.88004781,54.39416048,6.2739536760000005,89.29147581,mango
32,47.0,16,28.6899851,87.50436797,6.769415887999999,44.56598352,mungbean
69,41.0,37,25.37122686,76.2403666,6.130136384,183.8270791,jute
28,36.0,27,32.13409675,50.52559148,6.097869767000001,98.63333684,mango
21,29.0,32,35.38598705,51.42664176,5.254532213,90.29643888,mango
45,57.0,55,23.16855863,90.78821158,6.656458831,161.68920930000004,papaya
60,38.0,41,23.00445915,82.3207629,7.840207144,263.9642476,rice
98,38.0,20,25.40785911,76.44048625,7.319952206,188.6372826,maize
84,7.0,45,28.20619412,81.4068698,6.447662945,28.78654515,muskmelon
13,144.0,204,23.1094265,92.79630809,6.3831802710000005,108.183792,apple
88,55.0,35,24.63544858,80.41363018,7.730367824,253.7202781,rice
44,57.0,47,42.30495821,90.51431779,6.93172108,74.876786,papaya
44,64.0,25,30.0328403,64.14800537,7.574561547,71.21006868,blackgram
30,65.0,25,23.18864385,22.3104551,5.902033406,63.38208822,blackgram
28,60.0,22,30.90607799,52.79913039,7.05181629,170.99198280000005,pigeonpeas
50,58.0,52,31.18298415,90.21646909,6.734005647999999,54.01872359,papaya
25,57.0,18,17.15432954,19.87070659,5.566522896,87.99669731,kidneybeans
119,17.0,55,25.18780042,83.44621709,6.818261382999999,46.87420883,muskmelon
25,62.0,23,23.17409556,36.67847052,6.962386495,162.5931264,pigeonpeas
105,14.0,50,22.02775403,87.68839820000002,5.790993052,121.1349176,watermelon
40,70.0,20,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans
87,21.0,48,27.350629600000005,94.29119509999998,6.067665497999999,27.21244021,muskmelon
100,74.0,45,25.43480512,81.53977797,5.837258235,96.47800391,banana
82,60.0,54,28.9470467,82.1888998,5.901100841,95.83016448,banana
21,62.0,25,33.49077065,62.73317204,6.8473828910000005,65.45328463,blackgram
82,21.0,55,28.50416396,93.46806467,6.565312652999999,24.20007242,watermelon
18,56.0,23,25.87990287,67.55109024,6.347379185,47.89645224,pigeonpeas
80,48.0,16,23.55882094,71.59351368,6.657964753,66.71995467,maize
57,69.0,80,19.1034283,17.26184541,6.586777189,75.49101167,chickpea
44,47.0,55,21.0365275,90.71832938,6.08551916,114.7412734,papaya
58,68.0,17,19.81344531,14.69765308,6.515499548999999,78.96514709,blackgram
61,56.0,18,25.1420613,65.26185135,6.021902237000001,76.68456006,maize
0,21.0,9,23.22594,94.42971362,6.8444019,105.6917856,orange
24,11.0,5,22.67594476,97.4795029,7.477935216,110.3332655,orange
44,74.0,85,20.18649426,19.63718995,7.150681303,78.26039559,chickpea
4,63.0,15,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas
24,31.0,25,35.38598705,51.42664176,5.254532213,90.29643888,mango
40,66.0,20,21.12695586,63.18738532,6.403683619,38.71834464,blackgram
23,130.0,201,22.70883798,82.63941394,5.70080568,271.3248604,grapes
83,11.0,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon
29,45.0,22,28.76488954,52.62741529,7.792508067999999,55.21606732,mothbeans
5,26.0,37,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate
89,50.0,43,23.12844351,74.68322732,6.344751947000001,199.83629130000003,jute
57,57.0,19,39.01793345,91.48815629,6.99223441,105.8841531,blackgram
11,13.0,42,27.48444906,94.8933184,5.820978791,160.389421,pomegranate
27,62.0,21,28.63005477,66.770943,7.353876754,62.2737345,blackgram
86,18.0,48,27.04355803,84.18406764,6.423898762,53.78929956,watermelon
101,17.0,48,24.6774157,82.75411437,6.206247493999999,57.05709413,watermelon
92,7.0,45,26.70607759,81.14149505,6.944640222,51.51033554,muskmelon
22,75.0,22,19.59221047,61.28633405,6.74398035,41.7704893,lentil
106,10.0,45,27.72653142,92.00687531,6.350623739,20.21126747,muskmelon
62,34.0,41,24.2248758,74.89465426,7.175170657000001,192.4931257,jute
21,27.0,41,24.88244467,89.39686219,7.086947687,107.1951707,pomegranate
55,60.0,21,25.9989826,56.31006755,6.98571967,136.82743119999998,pigeonpeas
22,68.0,17,33.95309131,69.96100028,7.423530351,61.16350463,blackgram
21,35.0,203,10.72302459,80.02130636,6.425419926,65.29821120000001,grapes
40,53.0,54,42.93368602,91.1756748,6.501521192,246.36132680000003,papaya
26,67.0,23,36.97794384,37.73992903,5.642813116,161.48129630000005,lentil
31,22.0,36,24.96273236,92.40501423,6.4973666770000005,109.4169192,pomegranate
15,27.0,44,24.96273236,92.40501423,6.4973666770000005,109.4169192,pomegranate
104,17.0,45,25.7131428,80.22972777,6.190015912000001,43.08961827,muskmelon
31,25.0,36,24.96273236,92.40501423,6.4973666770000005,109.4169192,pomegranate
26,15.0,42,19.72620525,89.64934166,6.910374919,108.22872759999998,pomegranate
106,21.0,52,26.02241444,55.83288958,7.277422737999999,176.90209240000004,muskmelon
87,25.0,51,27.42711692,90.02696201,6.379690748,21.7508774,watermelon
27,77.0,20,19.07096165,21.21092266,5.7883869510000014,86.21917578,lentil
2,24.0,40,24.55981624,91.63536236,5.922935513,111.9684622,pomegranate
0,18.0,30,27.71948962,94.43877142,6.827305908,82.83061083,coconut
20,30.0,28,27.81005614,51.59445462,4.74910393,95.89898581,mango
81,17.0,52,28.52379742,92.09688432,6.041027474,29.86681385,muskmelon
87,48.0,20,18.65396672,61.37879671,6.656730007999999,93.62039175,maize
39,57.0,45,26.26559543,90.79668055,6.65149129,59.49373381,papaya
22,26.0,27,28.69818144,47.71875722,4.754435025,99.642454,mango
6,123.0,203,12.7567962,81.62167448,6.130310493,66.77844567,grapes
120,28.0,10,31.52675982,90.50621806,6.395258356,113.1169398,orange
89,99.0,48,28.09577643,77.79586769,5.63127166,109.5408614,banana
9,57.0,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean
92,51.0,16,18.87751445,65.76816093,6.082973754,94.76189431,maize
36,16.0,25,27.10710832,50.70880979,4.94295037,92.37238878,mango
78,53.0,42,23.09499564,78.45959697,7.095413294,155.3851533,jute
97,58.0,39,24.52922681,60.54498576,7.070959995,260.2634026,jute
39,23.0,26,31.34920143,91.48247612,7.181907673,109.1549823,mango
1,24.0,34,31.27180992,52.23810152,6.811291098,89.74409017,mango
36,133.0,201,25.51939719,83.98351748,6.2286454,69.17281221,grapes
62,59.0,41,24.21744605,82.85284045,7.479248124,166.13658859999995,jute
58,46.0,47,24.48620746,82.98254537,6.761953186,183.49095,papaya
31,8.0,10,29.2808618,93.63812858,6.890156495,44.47427436,orange
25,60.0,17,31.74105409,68.63525428,7.241148507,62.3061735,blackgram
53,68.0,50,32.57720726,92.74889453,6.92791761,93.7942841,papaya
34,11.0,11,31.75048899,94.59551226,7.36220835,115.1989301,orange
82,22.0,54,27.72338349,90.93897939,6.698468621,22.81863447,muskmelon
37,17.0,55,24.1469628,94.5110662,6.424670614,110.2316633,muskmelon
3,76.0,18,25.74679443,40.7192594,4.820788186000001,100.7791633,pigeonpeas
37,18.0,38,24.1469628,94.5110662,6.424670614,110.2316633,pomegranate
23,70.0,21,25.39038396,60.4989659,7.437373666,39.18374505,lentil
21,8.0,15,32.71748548,90.54608254,7.656978112000001,113.328978,orange
69,47.0,44,25.37122686,76.2403666,6.130136384,183.8270791,jute
1,61.0,19,24.18553163,46.68746847,6.6695294160000005,177.3377996,pigeonpeas
0,12.0,8,20.18432263,90.65458473,6.969249676,116.8130969,orange
26,29.0,39,19.66329768,87.95158129,5.561851831,106.0380805,pomegranate
89,57.0,35,26.91515043,73.19897535,6.998787171,177.22330480000005,jute
107,45.0,24,23.0865933,83.55546146,7.2277455160000015,71.84080724,cotton
85,21.0,46,29.87331077,90.60932469,6.186770318,24.69720481,muskmelon
83,15.0,49,28.915272,91.39356832,5.739652177000001,68.57445618,muskmelon
48,61.0,21,30.64095781,61.69295127,7.167435834,71.36947525,blackgram
34,56.0,23,20.12574053,24.96969858,5.659254981,100.0497183,mothbeans
10,78.0,20,19.55750776,64.45268309,6.818681086000002,53.04669416,lentil
96,13.0,47,29.5275305,94.57459443,6.700337732,21.13545688,muskmelon
13,144.0,204,23.1094265,92.79630809,6.3831802710000005,108.183792,apple
32,54.0,18,28.63618921,61.39451307,7.702287236,68.54877876,mothbeans
23,64.0,47,32.83963757,67.99803573,7.251000789,73.40452716,papaya
41,74.0,19,28.75751783,61.02701476,6.599147297999999,73.37686831,blackgram
24,75.0,25,19.14729038,45.3733757,5.517208078,132.7748215,pigeonpeas
18,77.0,18,28.43430726,62.10010827,6.012719118,147.0414824,pigeonpeas
78,50.0,40,26.54348085,84.67353597,7.072655622,183.6222657,rice
95,21.0,55,27.93114233,93.56161439,6.431970877,20.66127836,watermelon
40,79.0,19,33.39438752,62.93692886,6.602888248999999,63.57445989,lentil
33,74.0,15,24.92360104,18.22590825,5.582178402,62.7089169,pigeonpeas
96,18.0,54,25.3310446,84.30533791,6.904241707000001,41.53218699,watermelon
88,35.0,38,26.54348085,84.67353597,7.072655622,183.6222657,rice
2,26.0,29,28.89409382,30.80750249,6.472774648,94.76322976,mango
100,18.0,52,26.20234499,80.38266489,6.87606733,56.47941847,muskmelon
27,67.0,16,20.10993761,23.22323766,5.59503163,73.36386477,pigeonpeas
6,9.0,44,31.08368929,90.14362642,7.028746406000002,109.6894658,pomegranate
80,18.0,46,28.05380704,91.81758779,6.706053225,20.76582087,muskmelon
54,73.0,79,17.141861399999996,17.0662427,7.8292111439999985,83.74606679,chickpea
90,27.0,52,27.31155708,99.96906006,5.832608027999999,201.8258633,watermelon
110,21.0,54,26.73690828,87.82430156,6.39474303,89.85646496,watermelon
50,73.0,24,27.81326852,62.50460464,7.596802025,69.75555541,blackgram
80,18.0,52,26.87317436,91.14849627,6.484799661,24.05207925,muskmelon
36,21.0,42,24.94467632,94.25702672,7.009180374,103.8799347,pomegranate
68,62.0,51,33.20268348,92.76437927,6.977700268,197.5282582,papaya
111,7.0,53,26.493064500000006,88.59143088,6.313512998999999,46.06382209,watermelon
22,79.0,15,27.70496805,63.20915034,7.74672376,37.46160727,lentil
115,18.0,50,27.17052093,94.19790371,6.0124803510000016,22.06994464,muskmelon
18,80.0,22,27.81326852,62.50460464,7.596802025,69.75555541,blackgram
52,58.0,21,19.2582557,14.2804191,7.545258424,65.78042032,blackgram
107,10.0,45,25.83202912,89.00481725,6.755192025,45.24690619,watermelon
33,61.0,17,24.92360104,18.22590825,5.582178402,62.7089169,kidneybeans
1,65.0,16,18.13027797,62.45851612,6.078724107,50.6128521,kidneybeans
92,21.0,48,25.81692236,82.043255,6.377427122,54.82963379,muskmelon
4,43.0,17,27.60887393,86.13316408,7.012740397000001,43.80041104,mungbean
0,36.0,29,34.13072188,51.25786185,5.101206389,96.38808001,mango
13,144.0,204,30.7280404,82.42614055,6.092413773,68.38135469,grapes
21,18.0,6,23.982287,91.5473145,6.8444019,105.6917856,orange
25,129.0,201,30.50734778,82.71775569,5.594240602999999,70.08200379,grapes
39,37.0,26,33.33024826,45.61143594,6.953246506,98.28583013,mango
22,23.0,5,15.78144173,92.51077745,6.354006743999999,119.035002,orange
30,122.0,196,21.37784654,92.72043743,5.573241391,106.1417017,grapes
109,36.0,17,25.40059227,76.53237965,7.524707577,62.51388670000001,cotton
37,50.0,24,29.914544300000006,85.85384444,6.415459592,41.39081525,mungbean
23,64.0,21,25.39038396,60.4989659,7.437373666,39.18374505,lentil
68,49.0,24,23.19451074,91.40301608,6.502289472999999,206.3999208,maize
28,43.0,25,19.14381903,98.99739778,7.8546243,108.0230792,mungbean
22,138.0,200,32.44577836,83.88504863,5.896343436,68.73932528,grapes
30,60.0,21,28.87667593,62.4901206,5.457871272999999,182.2688175,lentil
50,73.0,52,32.57720726,92.74889453,6.92791761,93.7942847,papaya
22,18.0,42,29.1797902,90.27214288,6.006784979,188.9252083,pomegranate
26,80.0,17,17.08498521,16.14565756,7.528599957000001,71.31007253,blackgram
40,22.0,25,35.53845018,52.94641947,4.934964765,91.54560427,mango
31,60.0,18,19.04380471,33.1069549,6.12166671,155.3705624,pigeonpeas
44,58.0,52,26.42333018,64.51136845,7.338929556,63.46546487,papaya
39,144.0,197,31.11047251,83.34010951,5.653776057999999,71.43001582,grapes
5,29.0,30,21.02432943,93.0569505,5.578095745,104.7847006,mango
71,54.0,37,20.2801937,82.1235421,7.236705436,191.9535738,rice
34,48.0,16,27.31372793,85.44815232,6.568795403999999,53.15223123,mungbean
39,30.0,36,20.12644921,87.59629625,6.965156737999999,108.065579,pomegranate
94,45.0,43,24.25133493,89.86454053,7.098227926,175.1742112,jute
22,21.0,38,20.13037175,89.31505137,6.1438746910000015,107.3416913,pomegranate
69,68.0,50,40.00439101,90.17015833,6.52711001,92.11877372,papaya
23,29.0,26,28.1218093,46.16888595,5.630619901,93.30247448,mango
18,55.0,16,30.33276599,42.35249879,6.446091759,149.299952,pigeonpeas
13,61.0,23,30.5753044,34.75591197,5.384762927000001,177.5764304,pigeonpeas
54,65.0,23,30.91219459,68.79427388,7.747775262999999,66.63830637,blackgram
132,79.0,51,28.65456263,79.28693687,5.695267822000001,102.4633775,banana
8,136.0,201,41.65602996,82.22118237,5.6092559920000005,74.19664838,apple
44,75.0,22,23.38002569,92.8345119,5.744117663,87.66898664,blackgram
81,56.0,36,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice
63,44.0,17,23.41798979,85.08640476,6.661957897000001,185.7446728,maize
26,24.0,31,30.91471455,49.92963856,6.810186079,90.14047759,mango
49,68.0,49,30.10773379,90.3466355,6.827812549,75.24521981,papaya
85,9.0,50,28.20619412,92.86798698,6.447662945,28.78654515,watermelon
20,60.0,23,28.49584395,62.44616219,7.841496029,53.14531023,lentil
16,70.0,19,22.49095104,90.60932251,5.7959857160000015,124.3915101,lentil
0,62.0,16,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas
45,65.0,48,38.4191628,91.14220381,6.751452932,119.2653877,papaya
30,75.0,25,30.33276599,32.35249879,6.446091759,149.299952,pigeonpeas
2,18.0,42,18.92157197,87.31290342,6.56893406,102.8013275,pomegranate
23,21.0,29,34.72413192,51.4271781,5.161148592,97.31258083,mango
1,28.0,26,25.66901098,92.04670813,7.408939392000001,112.5424199,mango
3,76.0,18,25.74679443,40.7192594,4.820788186000001,100.7791633,pigeonpeas
15,27.0,27,33.80398664,46.12866113,4.507523551,90.82549241,mango
27,61.0,19,24.69487673,59.96669215,5.8598134160000015,91.95792434,pigeonpeas
32,60.0,15,28.05153602,63.49802189,7.604110177000001,43.35795377,lentil
106,20.0,52,28.04943594,90.83130708,6.562832807,20.76223014,muskmelon
108,26.0,48,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon
28,41.0,20,28.77653519,86.69133979,6.983130466,56.12443206,mungbean
38,61.0,21,30.27374995,67.38680755,4.696518678,127.7767134,lentil
59,58.0,18,28.546224,66.31394098,7.368318809,62.83469851,blackgram
27,21.0,26,26.61423461,96.97300803,6.142010637,191.006688,coconut
68,39.0,17,26.02241444,55.64788958,7.277422737999999,176.90209240000004,maize
17,67.0,19,31.2192752,56.46868874,5.611510977000001,129.20286529999998,pigeonpeas
52,60.0,25,27.45853567,62.90020977,6.513620917999999,69.46020927,blackgram
20,60.0,23,29.65052947,42.89833235,6.876572502999999,186.9226052,pigeonpeas
21,68.0,23,15.77370214,19.2303162,5.979973965,108.3441414,kidneybeans
119,30.0,49,25.35794749,80.45846265,6.903020221,47.72078245,muskmelon
6,64.0,20,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas
118,12.0,54,27.96872273,92.17444796,6.010739645,28.94766949,muskmelon
34,5.0,32,25.84726298,90.92669463,5.8607404810000014,147.8888994,coconut
32,63.0,19,20.0467711,65.84395319,7.135251532000001,46.05333124,lentil
38,56.0,23,9.949929082,82.55138983,5.841138354,66.00817551,pigeonpeas
8,72.0,17,20.57341244,19.7520218,5.711439256,87.87869161,pigeonpeas
95,23.0,51,27.82424457,90.56698742,6.266208727,21.19014526,muskmelon
93,58.0,37,23.61475336,86.14290267,6.987332927000001,150.2355238,jute
3,36.0,22,25.36140526,46.82652785,9.160691747,55.60523179,mothbeans
34,60.0,25,17.66148158,18.15302753,5.635231778,100.6711761,kidneybeans
99,35.0,27,27.42711692,56.63636269,6.379690748,21.7508774,coffee
80,18.0,52,21.42177231,91.14849627,6.184922574,102.8045658,muskmelon
31,27.0,38,24.96273236,92.40501423,6.4973666770000005,109.4169192,pomegranate
106,70.0,48,25.86824781,78.52399914,5.74055541,116.3019555,banana
37,37.0,26,31.99490489,50.84881347,5.279388967,97.38741498,mango
95,72.0,51,27.39489579,83.31172003,5.719014989,92.78133617,banana
114,79.0,55,26.21009246,82.34429458,6.313197204,112.0700033,banana
25,36.0,22,28.438097,83.48991368,6.267684328,52.55469976,mungbean
60,18.0,45,25.36768364,72.52054555,6.6069840860000015,107.9124111,rice
6,77.0,16,28.50677929,45.20094476,3.793575185,66.1761456,pigeonpeas
1,48.0,25,29.34594634,85.60472562,6.232836962,59.03629954,mungbean
24,38.0,16,28.05380704,89.07866095,6.706053225,20.76582087,mungbean
83,49.0,22,25.34217103,63.31801994,6.330554389,74.52082026,maize
54,16.0,25,35.53845018,52.94641947,4.934964765,91.54560427,mango
33,54.0,22,26.07470121,59.37147589,6.2048017,85.75692395,maize
